,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23
CO_h0_3,0.000155583411245799,0.000712931753943213,0.00470348625174726,1.82785410987553e-17,0.00313361305941721,5.40499506443532e-05,3.03612443150786e-17,2.34997946902112e-17,0.0035435813744178,0.909383260892569,0.0593072641729259,0.00289070435509411,0.00235825485795361,2.37985620208908e-17,2.14338693250882e-17,8.35519502073749e-05,0.00571657148434044,2.21318488428391e-17,0.000729854445306363,2.53956471833154e-17,2.52245653789214e-17,0.00192381478482957,0.00530347725535775
CO_h0_4,0.000376817604708548,0.000348678636426822,0.00974662007498222,1.88060967029127e-17,0.00405658040415441,0.000219436398457578,0.000627195049573217,2.41780462157781e-17,0.00898812556996424,0.898624531203516,0.0505097483733353,0.00311510352645841,0.00424250500459383,0.00240894383130541,2.20524940730992e-17,6.86044659731792e-05,0.00825342003217268,2.27706186890933e-17,0.000709357905536273,2.61286168399404e-17,2.59525972692231e-17,0.00160583202232827,0.00609849989651335
CO_h6_5,0.000533834086812343,0.000307712461027266,0.00141734495502076,0.00271206679194667,2.34744302282155e-17,0.000180348660514196,0.000834529387359044,2.34450722859098e-17,3.05645426970545e-17,0.826333132935667,0.0140195134017934,2.60810343747041e-17,0.000193161025291135,0.000339891100436324,2.13839577033735e-17,0.000422175062513833,2.26354645563157e-17,0.056375508437664,0.000197867575222092,0.00217920830855598,0.0690546166456373,0.0229227624091718,0.00197632675536664
CO_h6_6,3.02253829900341e-17,0.000655419073373324,0.000246471827174144,0.00239016913391138,2.29218465478405e-17,0.000198128437032482,0.00172822254675569,2.28931796859849e-17,2.98450591002932e-17,0.894048756389936,0.00330095852407281,2.54670917220966e-17,0.000741303688816474,0.000244549518681878,8.12169473957577e-05,0.000336508298478567,0.000178640172664108,0.0444317944807436,2.29905596453221e-17,0.00164764310406992,0.047414069470036,3.05318292605533e-17,0.00235614838685775
CO_h6_7,8.92926031489037e-05,0.000678196754290787,3.14776301474229e-17,0.00294902100669777,2.36133320766356e-17,0.000342742788430672,0.00180180488238416,2.3583800418827e-17,3.07453978417997e-17,0.823454390104978,0.0258662753109171,0.00213733365881853,1.72708470545961e-05,2.38836357659566e-17,6.11721296980618e-05,2.13549827831557e-17,2.2769402114593e-17,0.0481217015292115,2.36841180486759e-17,0.000292372498813289,0.0722537103051948,0.0210649878578195,0.000869727722541786
CO_h12_9,6.1839799109986e-05,7.17330898102783e-05,2.92433844700369e-17,0.00153656666827129,2.19372851546209e-17,0.00029521064515145,0.000203648441686716,2.19098496196302e-17,2.85631251641604e-17,0.857507597557361,0.0362377808574107,2.43732044885866e-17,2.57895547344377e-17,2.21884030015955e-17,1.998370027782e-17,1.98392308745634e-17,2.11532563624212e-17,0.0530225648454866,2.20030468204695e-17,0.00254380317496045,0.0485192549207516,2.9220396506147e-17,4.01505884698344e-17
CO_h12_10,0.000137949468355158,0.000182730900647265,0.000704620181544709,0.00353515167908037,2.33344140603702e-17,0.00142453915019285,0.00167622462209502,0.000718044298874863,3.03822366688025e-17,0.869676007160701,0.0438434997145024,2.59254707912183e-17,0.00057480090993915,0.00990955715349757,2.1256410419717e-17,0.00187432262967662,2.25004525038926e-17,0.0229769616778265,0.00029709072038965,0.00298065023832661,0.0339058091388837,0.00333743043783735,0.00224460991762852
CO_h12_11,6.89669094557641e-05,2.90915071369523e-17,0.000158762369856716,0.00325418120887401,2.27722802784517e-17,0.000771883347488459,0.00102669731727619,0.000114265095605131,2.96503185003158e-17,0.88209168275869,0.0303499347543064,2.5300917592403e-17,1.7381631219451e-05,0.00252845396523055,2.0744336435415e-17,0.000874055695750438,2.19584091327513e-17,0.0343068613353159,0.000256592455266518,0.0025215790195494,0.0395904383361064,0.000748863911903899,0.00131939988810434
CO_h12_12,0.000521499050052199,2.92849883331651e-17,3.05583645873396e-17,0.00271018215464589,2.29237336908867e-17,0.000666690202399485,0.00244595127805439,0.000248575221603096,2.98475162276293e-17,0.853159627371998,0.00978556623257249,2.54691884137811e-17,2.69492273347354e-17,0.0029735093380044,7.85855153152547e-05,0.000762390537138272,2.21044496677409e-17,0.047910192778305,2.299245244548e-17,0.00216512302285156,0.0685075785619785,0.00743773575427502,0.00062679298080663
CO_h24_13,0.000106332488114395,2.91599992983424e-17,0.000261677421492989,0.00340040204543019,2.28258946439334e-17,0.00100572478879204,2.94536975703941e-17,0.00219611403274136,0.0124440721468533,0.920539181580221,0.0347618792577052,2.5360485304825e-17,0.00149630133157911,2.30871844743683e-17,3.94625237007849e-05,0.000841639663042689,2.20101073447109e-17,0.003267539869717,0.00154507941442045,0.00419738634298138,0.0111274756183401,3.04040216190003e-17,0.00276973147486846
CO_h24_14,2.98250566183271e-17,2.88947383261392e-17,7.43112088383394e-05,0.00312102619608813,2.26182533836333e-17,0.00104327658866423,2.91857649009668e-17,0.00196669921517315,0.0115231860847734,0.93550096527356,0.0247039809190118,2.51297875287834e-17,0.00093941065827003,2.2877166328056e-17,2.06040261244954e-17,0.00140657993673481,2.18098870904914e-17,0.000738806235882974,0.000630634094983918,0.00412217819765908,0.0122872207725045,3.01274440974775e-17,0.00194172461785499
CO_h24_15,0.000605282859404816,7.48308889605404e-05,6.0980573020603e-05,0.00358739890967898,2.2529720041145e-17,0.000844207632011275,0.000115606851538713,0.00156633063829641,0.013671349808087,0.922523480432256,0.0314563672598729,2.50314234310696e-17,0.00111171596521663,2.27876195373587e-17,2.05233769571801e-17,0.00133132219250533,1.06957945389016e-05,0.00269097807750112,0.00119652269881281,0.00360620020586095,0.0136937444165114,3.00095179569688e-17,0.00185298479592526
CO_h24_16,0.000388468684264002,2.92665763890571e-17,0.000222031505569462,0.0033827485110931,2.29093211700873e-17,0.00113869510468169,0.000228939767754031,0.00184758268637089,0.0171639961613324,0.949144655739396,2.65719355540924e-17,2.5453175524576e-17,0.000390828426743611,2.31715659905987e-17,9.95497070654761e-05,0.00205332262403923,2.209055224401e-17,0.00400789949254474,0.000376307319983079,0.00422660927124386,0.0130861860789718,0.00109983479843585,0.00114234412051027
CO_h48_17,0.00103310208715511,0.000171149926881349,0.00220780257634589,0.000960384850647111,0.00204244509148768,0.000415029934056219,2.93589714395688e-17,0.000483604251190774,0.0307053369804468,0.882417622086107,0.0659798861725274,0.0029506280278704,0.00221341633447611,2.30129337066444e-17,1.73557191915147e-05,0.00033887063476789,0.000677263157319245,0.00246787783437201,0.00119082971506379,2.45572965523692e-17,2.43918624299431e-17,3.03062391479671e-17,0.00372739462009336
CO_h48_18,0.000491439246413177,0.000356948186562511,0.00476989650150113,1.97005220041225e-17,0.00457019819161432,0.000657923456334025,0.00111255850367624,0.000265122846698693,0.0351851628361343,0.870214837787919,0.0545523276752315,0.00284262223444063,0.00409788835851027,2.56499734976639e-17,8.58319718998653e-05,0.000396350622698872,0.00690649519530501,0.0067448705121207,0.000922609328024094,2.73713040576255e-17,2.71869129274058e-17,3.37790149169369e-17,0.00582691654491561
CO_h48_19,0.000173426842842148,0.000455474774336712,0.00262410876449682,0.000966261568789975,0.00273017392219909,0.000387281880643415,0.00057686809121995,0.000753875939342997,0.0236657225764526,0.893670648619172,0.054927723116549,0.00132601081336273,0.00136736054504332,2.42888259600855e-17,4.58492430364278e-05,0.000358084752451971,0.0060832565394816,0.00192528816449529,0.000837263313793334,0.00137981786190092,0.00312619963640823,3.1986489751942e-17,0.00261930303398151
CO_h48_20,0.000597547239108093,0.000182266292431787,0.00261868861941714,1.82327913737984e-17,0.00383603421670395,0.000444599806102723,0.000499610419448727,0.000963743541438696,0.0329177632332055,0.89123595464435,0.041895275186065,0.00231185297910252,0.00152969420789632,2.37389961255088e-17,0.000121275121885773,2.1225656701407e-17,0.00894190423842981,0.00840359426225621,0.000778108475046958,2.53320839116373e-17,2.51614303113026e-17,3.12624067354182e-17,0.00272208751711101
CO_h72_21,0.000168951169144235,0.000348184437966559,0.00442625610684221,1.81317977729147e-17,0.00388480426817735,0.000422163853023683,0.000897343739681113,0.000386990341974681,0.0332584722564537,0.880699611160569,0.0569507326143006,0.00317225897782792,0.00324404431390239,2.36075030013388e-17,7.8446704721138e-05,0.000153182480638259,0.00199318310886195,0.00385867537562633,0.000433295461174271,2.51917664846633e-17,2.50220581549265e-17,0.00151415341129072,0.00410925021782359
CO_h72_22,0.00052480489934585,0.00033193793544195,0.00429924246136846,1.83905091081075e-17,0.00463150223997716,0.000595909410828771,0.00129280535969265,0.00147265056541294,0.0318931974705864,0.889540254412646,0.0386795874142305,0.00341979360323641,0.00251654448461718,2.39443437657537e-17,0.000552609265295799,0.000593713569980248,0.00266685074936202,0.000205196393668736,0.000739114066198472,2.55512121185015e-17,2.53790823262528e-17,0.0125664381473703,0.0034778475507399
CO_h72_23,0.000519069553704896,0.000372571406097567,0.00355895519354408,1.93153801293481e-17,0.00564635132799865,0.000332127199015797,0.00248019676524921,0.000606399736512985,0.0318679733203152,0.880731959127403,0.0329727248436386,0.00358746838872419,0.0012447101313161,2.51485208519555e-17,9.41462221323392e-05,0.000973781402149399,2.3975277025519e-17,0.00329733279883002,0.00116218515596669,2.68361996904636e-17,2.6655413375668e-17,0.0258280542865369,0.0047239931408639
CO_h72_24,0.000211747510966738,0.000300737803458138,0.00323378718203826,1.9292319578396e-17,0.0037738526313674,0.000201802082201869,0.00238923870921177,0.00102915721224166,0.0375973905704226,0.918026889790688,0.00952055092135964,0.00281295101210863,0.00346076392608458,2.51184961388723e-17,4.19324732667675e-05,0.00102865824142856,0.000575872976801588,0.00508205305696923,0.000520510054907802,2.68041600647261e-17,2.662358958995e-17,0.00585336068406984,0.00433874316040711
CO_h120_25,2.0404864791853e-05,0.00056714308937995,0.00483236087358642,1.85052554174274e-17,0.00341987189628366,2.53004378586513e-17,0.000491871003736232,0.000121924782914843,0.00984482615892541,0.904986712001419,0.0413393109706301,0.0031894386612526,0.0031794891648781,0.00093474756571011,3.96106144801091e-05,3.8637172248375e-05,0.00524022682619829,2.24063569123973e-17,0.000664181804526139,2.57106371388756e-17,2.55374333546962e-17,0.0129235549039064,0.00816568764513194
CO_h120_26,0.000250409584953432,0.000483090196453495,0.00521618363377044,1.86998608388425e-17,0.00334751023347443,2.55665029445097e-17,0.000510356143408324,6.01305865438731e-05,0.00519466004984957,0.90039758068466,0.0539763202988041,0.00305869556820279,0.00428103682012395,0.00194864526742681,8.52553195318769e-05,2.17693944054968e-17,0.00549331266147053,2.26419871931449e-17,0.000920615329143117,2.59810159724771e-17,2.58059907384094e-17,0.00721579964240428,0.00756039797977863
CO_h120_27,0.000612551379056644,0.000327012843039346,0.00446493144178415,1.81516851552021e-17,0.00312676719867114,0.000115453590215934,7.25679030682242e-05,0.000123683096505293,0.00771578808627394,0.910490312342169,0.0523766808982305,0.00116690191080088,0.00233358323242611,6.15471566995211e-05,1.72892657066954e-05,0.000410584381062216,0.00460919226517829,2.19782503388685e-17,0.000949317998442869,0.00360823910438883,2.50495029368713e-17,0.00387205842447908,0.0035455374818014
CO_h120_28,3.04955447971497e-17,0.000643706549575109,0.00370484374871214,1.79658662579898e-17,0.00308078531443471,2.13053364302673e-05,0.00010098822109394,0.000191339017993312,0.00843046580352466,0.91665999608955,0.0342734675076543,0.00334428627610344,0.00391373273980886,2.33914610629902e-17,0.000256588154179735,2.09149165214213e-17,0.00505797265885179,2.17532588735745e-17,0.000561443924785731,2.49612263016772e-17,2.47930710424413e-17,0.0124288155775981,0.0073302630797033
HE_h0_1,0.000607113227381803,0.000457745007460765,0.00268122362327784,1.07881002589408e-17,0.00270256550466748,0.00038811116177523,0.00102002237383007,1.38697142081972e-17,0.00123775744149354,0.0015918392181916,0.0436256704086061,0.000709725513546275,0.00174012096491438,0.0014002995803716,1.26503931559304e-17,0.000379613318734444,0.00130167503952056,1.10771806421429e-05,0.000324879422418613,0.000220173330248706,1.48876838050571e-17,0.000600615439472448,0.938999772243446
HE_h0_2,0.000995792601022771,0.000491742032042371,0.00375348103882451,1.14370259897483e-17,0.00266596407212426,0.000715154277156164,0.00115568873208406,1.47040051595801e-17,0.00119801877948492,0.0020937823742234,0.0588222900528864,0.0013629888008472,0.00306547096336805,0.00135802643064244,1.34113395159636e-17,0.000681451490934642,0.00161054024379342,1.38480707540695e-17,0.000523790709600111,0.0003603991292006,1.57832076564619e-17,1.96102149695454e-17,0.919145418271765
HE_h0_3,0.000450617457590283,0.000680926139992718,0.000860830574183232,1.02342835728252e-17,0.0024901758162669,0.000717116104146718,8.37570069424337e-06,1.31577001393821e-17,1.71532457994116e-17,0.000874952882813089,0.0919120278794064,0.000835311562811457,0.00141196335847447,1.33249820667498e-17,3.70456859410618e-05,0.000257637244845361,1.27033370388286e-17,1.23917776492536e-17,0.000241756635394435,0.000217438885643192,1.41234113649655e-17,1.75479623026376e-17,0.899003824071796
HE_h0_4,0.000350238663714104,0.000257701196437033,0.00175920362951218,1.07715603357809e-17,0.00200423817507331,0.0004577776345022,0.000271843605609249,0.000125214587605557,1.80537524456962e-17,0.000835356346900712,0.058167362971815,0.000512037407895069,0.00136091604447604,0.000604364312506579,3.78026237367392e-05,0.000548354392631575,0.000474287984061582,1.30423179763103e-17,0.000495679723714668,0.000297943561867234,1.48648585494279e-17,1.84691906734699e-17,0.931439677137941
HE_h6_5,0.00011818110019757,0.000659515419921528,1.7478121783855e-17,0.00113823230165467,1.31114283961378e-17,0.00033704143233313,1.6918506490976e-17,1.3095030785859e-17,1.70715458964131e-17,7.62714227075321e-05,0.0788822758084078,0.00129831206868476,1.54138444153665e-17,1.32615159592247e-17,1.1943814078896e-17,1.18574679233493e-17,1.26428317900864e-17,0.0895407987457397,1.31507326841073e-17,2.88100308780764e-05,0.000962752335435649,1.74643823881006e-17,0.82695780933404
HE_h6_6,1.69299713705765e-17,0.000150999355388483,1.71150733787716e-17,0.000693582987576208,1.28390831621105e-17,0.000107353142053719,1.65670821861279e-17,1.28230261562932e-17,1.67169427195588e-17,0.000139682175049789,0.00448621476605074,0.000173474004784021,1.50936743364298e-17,1.29860531676546e-17,1.16957220524426e-17,1.16111694439626e-17,0.000371180853145115,0.0975928039273336,1.28775710374678e-17,1.38575273690921e-17,0.0131166306366412,1.71016193721327e-17,0.883168078151977
HE_h6_7,1.72867722208831e-17,9.1232005362911e-05,1.74757752725279e-17,0.000478740866736415,1.31096681317555e-17,1.39238273345255e-17,1.69162351103546e-17,1.30932727229248e-17,1.70692539696081e-17,1.86403156660348e-17,1.52055686917248e-17,1.45653675876788e-17,1.54117750419543e-17,1.32597355449561e-17,1.19422105716444e-17,4.74511284186476e-05,0.000212835427842276,0.106617668801094,1.3148967142959e-17,1.41495761528858e-17,0.0117834454856672,0.000271814188223307,0.880496812096655
HE_h6_8,0.000326670826222334,0.000287242187879955,0.000450567331005007,0.000969726913882675,1.33860336420684e-17,0.000230127113870862,0.000389578701436491,0.000370864365950596,1.7429091689111e-17,0.000107617864688813,0.0178555070271373,0.000463077478437567,1.5736671372776e-17,1.3539264633234e-17,1.60672882354391e-05,1.21058102699517e-17,1.29076227669413e-17,0.100524489410394,0.000172582361760653,1.4447864011503e-17,0.00988852675020135,0.000465457513996591,0.8674818968649
HE_h12_9,1.75798685321582e-17,0.000734645182074467,1.77720761205753e-17,0.000599085317949177,1.33319418635061e-17,1.4159905092619e-17,1.72030489844633e-17,0.000395837499204818,1.7358662270405e-17,1.89563612350345e-17,0.0233745186096688,0.000165154400441788,1.56730808749508e-17,1.34845536617827e-17,6.81793638875612e-05,1.20568917608586e-17,1.28554642044317e-17,0.133152661800843,1.33719071873719e-17,1.43894814702883e-17,0.00314753375445839,0.000667479504491953,0.83769490456698
HE_h12_10,1.82741332035192e-17,1.77041171726807e-17,0.000882163432297738,0.00172021154048524,1.38584472932561e-17,6.79926885191487e-05,1.7882432287459e-17,0.000760960977686892,0.00471325578868202,0.000474220503371528,0.027672475033923,1.53972912961693e-17,0.00035128559772964,0.00183307139187603,8.24608196166643e-05,0.000783445547409787,0.000800964814238697,0.108415625347736,3.36717360512482e-05,0.000158992421315058,0.00520160779396882,0.000238580916774483,0.845809013648318
HE_h12_11,1.79951035671048e-17,1.74337911701987e-17,1.81918510827999e-17,0.000487039109069413,1.36468412232751e-17,0.000159190026733587,1.76093835729834e-17,0.000189583145111356,1.77686724318174e-17,1.9404108913323e-17,0.0632308280963629,1.51621884574032e-17,1.60432777437685e-17,1.38030576995545e-17,1.24315466942582e-17,1.23416745430796e-17,1.31591092014587e-17,0.112833398138823,1.3687750524772e-17,1.47293598277544e-17,1.46301331595498e-17,1.8177550630805e-17,0.8230999614839
HE_h12_12,1.63766440687762e-17,1.58658154813639e-17,1.65556963328513e-17,0.000244697575259875,1.24194595792835e-17,1.31907542610619e-17,1.60256152997346e-17,0.000161491707813256,1.61705778966721e-17,1.76589250492646e-17,0.00931777968541009,1.37985181771615e-17,1.46003632780695e-17,1.25616261203188e-17,0.000121092472207682,1.12316781312756e-17,0.000995078719867976,0.133657703731482,1.24566895439357e-17,4.52421380888665e-06,0.000627188161059243,0.000444780791736735,0.854425662941354
HE_h24_13,0.00101843932946125,0.000345818063697456,0.00246521013359185,0.00558528064925782,1.66095688828471e-17,0.00078220057093849,0.000308061139849465,0.00480480137303528,0.022442260256766,0.00255476261167062,0.0129178690965506,0.000327373264934982,0.000732528044026526,0.00545788432357802,0.000497692873197064,0.00511041331807773,0.000942396425153489,0.0470733655138584,0.000743594134304785,0.000513274335714905,0.0101340247310352,2.21238947815163e-17,0.8752427498113
HE_h24_14,0.00160964750286876,0.000125898369520232,0.00294573649013802,0.00503216244855339,1.55730952186391e-17,0.000625401998694574,0.00103860407855352,0.00319464777161337,0.0248892826620442,0.00281527570956503,0.0251214756189755,0.000231447290797736,0.0018637591409234,0.00776240796924598,0.000309615885781754,0.00401008024447987,0.000311349029953286,0.0481626434008533,0.000784842754120131,0.000674814060244244,0.00622747401799273,2.07433150414587e-17,0.862263433555081
HE_h24_15,0.00131689217335365,1.16290357357064e-05,0.00265340496373853,0.00544585916227797,1.5411468474655e-17,0.00059479161749976,9.95413404344658e-05,0.00418437722871041,0.0274597788899377,0.00269900869377655,1.78753680243115e-17,8.14442094220915e-05,0.00047538057181259,0.00885181202924628,0.000297331699229716,0.00507539748497498,0.000456807303656177,0.0440461443845689,0.0008847280731656,0.000641106365735577,0.0153825155692673,2.05280287144622e-17,0.879342049203456
HE_h24_16,0.00117664119701596,0.000269603711485034,0.00153376034551893,0.00366203358184152,1.54476498620238e-17,0.000321757160955142,0.000534297266420736,0.00256216477821575,0.0187659183189667,0.00212008500732714,1.79173338899206e-17,0.00045112316222361,0.000877417246454965,0.00267545410125066,0.000467027361945429,0.00329456161567074,1.48955577422249e-17,0.0456931882458468,0.000602162012801757,0.000443478022209851,0.0157353176389211,2.05762222114062e-17,0.898814009224928
HE_h48_17,0.00250300308966323,1.92156169168938e-17,0.00369681391990076,0.00353347010222376,0.00180908042901406,0.0002923258756642,0.00231722086560104,0.00206294999014216,0.0624462951485289,0.00357886607292858,0.0494158334646939,0.000428995720996446,1.76829856573342e-17,0.00262775221813745,0.000370039099488729,0.00739755601942539,1.45040398221038e-17,0.0232211332193925,0.000848971933863811,0.000486439331735785,1.61254102158579e-17,2.00353925316068e-17,0.832963253498599
HE_h48_18,0.000846904824756028,7.47810750884613e-06,0.00348516048270412,1.14314096765094e-17,0.0065136142924373,0.000633627154941943,0.00250339242462715,0.00198695685170573,0.0423805769007281,0.00269922609375105,0.0437508964661162,0.00105807577741179,0.00201858875160181,0.00279768063092788,0.000705212882775498,0.00194210813188911,0.00123136493396276,0.00539790812056814,0.000992567280775036,7.28112262818624e-05,0.00485798143721289,1.96005850963555e-17,0.874117867227317
HE_h48_19,0.00106712269383877,0.000212919561410105,0.00359051423883718,0.00219397593710563,0.00337529555227809,0.000452268159684444,0.00182113369466437,0.00186520404921799,0.032925645248628,0.00252838554561512,0.104901030008719,0.000646318716611149,0.00172786153550938,0.000305356618262101,0.00019216594611743,0.00190831691581702,1.511094948325e-17,0.00813574923101345,0.000969863632228716,0.000406412207298244,0.000379275636465415,2.08737571142631e-17,0.830395184870678
HE_h48_20,0.00102369192667318,7.97882118967869e-05,0.00335450928717439,0.000264651975526312,0.00489544522160047,0.000576316044512579,0.0030074936479223,0.00192444932146281,0.0331455586769021,0.0029919070155752,0.0700265318901967,0.000824632507297615,0.00146242741272499,0.00263216802877835,0.000731799957561683,0.00242178231600895,0.000480967443396768,0.00845333710171145,0.00107952941236733,0.000502706525162991,0.00303508020348962,2.10890006290851e-17,0.857085225872057
HE_h72_21,0.00241640655566211,0.000166439016778562,0.0057599178208923,1.26876121592575e-17,0.00973633111709824,0.0003155760085087,0.00445161693655475,0.00154031716729545,0.0539092932986578,0.00264154720947363,0.0326095666526483,0.00099648934714982,0.00190623979815696,0.0174285715962366,0.00204432833676387,0.00622209712004316,0.00522999659255734,0.00548655120246301,0.00138407050344578,0.00013207398477952,0.0013389476477236,0.00738676254015632,0.836896859546954
HE_h72_22,0.00113914381396411,0.000323231305015203,0.00447394969874294,1.21791126243062e-17,0.00755265482984332,0.00054794836310635,0.0056343766205379,0.00117750762264697,0.0499571335046516,0.00344066825167372,0.0345690348984854,0.000831414354195289,0.00214996844734361,0.00787942771308776,0.00327630203725315,0.0033046954564275,0.00114037961624283,0.00270578069621089,0.000764567039478501,0.000655587823514794,0.000465927764156401,0.00854659746185017,0.859463702681572
HE_h72_23,0.000963394226042134,0.000398462485547152,0.00327895317567653,1.22018150131123e-17,0.00675791711891115,0.000188838545538286,0.0051695911257781,0.000852171521773605,0.0487826489809665,0.0024441359789205,0.0258638730158302,0.000852295233336612,0.0012968258593196,0.00757050928866049,0.00182689363975855,0.00356574636855738,0.00334143244339706,0.00516413167997795,0.000752759801316443,1.69528294077136e-17,0.000740467972555552,0.00125138529557614,0.87893756624256
HE_h72_24,0.0015896641188441,2.10590139279016e-17,0.00359411634447713,1.28059649499449e-17,0.0080679470279967,0.000498127413290546,0.00656344193762835,0.00265897247225052,0.0688723264108822,0.00289464965751324,0.0117722380180762,0.000774139115491447,0.00102740954817559,0.0102234664197855,0.0031352706890323,0.00822512942822976,0.000608363965149435,0.0128998485753368,0.00118054089541755,1.77922168926737e-17,0.00202023451246993,0.00620306205122002,0.847191051398733
HE_h120_25,0.000960561023064224,0.000592740734523762,0.0030362770068581,1.13227151760017e-17,0.00306768348237081,0.000567182716676899,0.00210380533500115,0.000123017570919058,0.0116559881239542,0.00195806071909381,0.0385414003461267,0.0011667697737983,0.00195514907181714,0.0023819561729821,0.000648778088574625,0.000878413105225212,0.00043239055379608,0.000472041052436593,0.000861601184042573,0.000416289460963869,0.00107135825838618,0.00391605716874616,0.923192479050642
HE_h120_26,0.00126544699853531,0.000292478315881819,0.00390514991641178,1.20791384754439e-17,0.00372273947215784,0.000498707076852355,0.00150584090888407,1.55295366667361e-17,0.011646316855125,0.00168286858368915,0.0458381113352092,0.00107404175962662,0.00254823317002621,0.00446760661104021,0.000484125431351849,0.00126750589220556,0.00354366449854062,0.000423472607731912,0.000797222551755465,4.94403130868327e-05,0.000287300612141376,2.07111973307298e-17,0.914699727089747
HE_h120_27,0.000876863760398421,0.000353293326778369,0.00275887408792471,1.10255097838881e-17,0.00265415129382495,0.000595841734558074,0.000620080785927263,1.41749396123266e-17,0.000577516731553749,0.00106917942554108,0.11225934048755,0.000930430902886214,0.00168657919155596,1.43551543302145e-17,1.2928785436078e-17,0.00030906481632599,1.36854490901086e-17,1.33498026255975e-17,0.000658248332890573,8.53890538236208e-05,1.52153112700314e-17,1.89046188410062e-17,0.874565146068461
HE_h120_28,0.0017750042207655,0.000397842846899693,0.00292147343434291,1.09935260891291e-17,0.00278612891883051,0.000409315588898933,0.00161923024679867,1.41338197955857e-17,0.00848369129278266,0.00152410694809894,0.0524917286620926,0.000811491012154652,0.00196454771247215,0.00283242134603614,6.50403110268824e-05,0.00054634246537449,0.00289068176129171,0.000409603480029599,0.000703188043816477,0.000557848913095593,4.37732373353505e-05,0.000513758821696118,0.91625278073616
KI_h0_1,0.00118390573853473,0.0012968674388947,0.00520899110390083,5.68241254172289e-05,0.00211435394284311,0.00132339413341816,0.000890344533012356,0.000117440983922783,6.87488739497653e-05,0.00232662948290262,0.0947322285492146,9.67670217893404e-05,0.878934094817752,0.000139647986354744,1.94262347847651e-17,1.92857955013561e-17,0.000531917688973693,0.00198104137901482,0.000894401297163817,0.00112545996678011,2.28618697801344e-17,2.8405264047238e-17,0.00697694093616101
KI_h0_2,0.000999139550473855,9.20955491793734e-05,0.00363632659325054,0.000640064784965782,0.00172468806016439,0.000877460406190719,0.000563751637955216,2.06892999838396e-17,0.000497865844093514,0.00199333183619918,0.0961443051581994,0.000269583718428983,0.882593090772642,2.09523357682491e-17,1.88704521944563e-17,1.87340308645817e-17,1.99748548764609e-17,0.0016413720971678,0.000957472564036156,0.000933105903736341,2.22077940239992e-17,2.75925923480902e-17,0.00643634552331678
KI_h0_3,0.00124199226256167,2.69114693809195e-17,0.00259657468975455,0.000791726942113405,0.00185637649446712,0.000897479129005397,0.000449156796100456,2.79171247608518e-05,0.000164217250314754,0.00176466427139074,0.0785187635078674,0.00013315852912734,0.901466666707647,0.00056363316560623,2.72186045319333e-05,1.90510826551088e-17,0.000780950733448951,0.00195089229838849,0.000928247335605554,0.0005097460739376,2.25836352356349e-17,2.80595650392574e-17,0.00533061808337033
KI_h0_4,0.000996812096181964,2.64826134724804e-17,0.00230057691313288,0.00094312372351247,0.0012607126733411,0.000916237473891968,2.67493452284281e-17,2.07041620047651e-17,0.000688000544863508,0.00180414137303772,0.075381507127692,2.30319597380916e-17,0.908063038089411,0.000264404893558789,1.88840076581794e-17,1.87474883309506e-17,0.00141281221428487,0.00221131741925434,0.000393970889509466,0.000444628160093325,2.22237468450106e-17,2.76124133031338e-17,0.00291871640823454
KI_h6_5,2.84237928323223e-17,2.75371834708158e-17,2.87345612925058e-17,1.67453332598944e-17,2.15555851790173e-17,2.28942672774664e-17,2.78145368109103e-17,2.15286270113473e-17,2.80661382261014e-17,3.06493580207189e-17,0.0109419642121812,2.39491204921803e-17,0.477976901783855,2.18023336760296e-17,1.96359918966438e-17,0.285815047171522,2.0785198173791e-17,0.21999460287193,2.16202026182183e-17,2.32654550020009e-17,0.00527148396051156,2.87119733099807e-17,3.94519843111435e-17
KI_h6_6,2.66442172761928e-17,0.000267397558262202,2.69355289397897e-17,1.56969303980968e-17,2.0206018894569e-17,2.14608879018559e-17,2.60731059573378e-17,2.01807485416289e-17,2.63089549452929e-17,2.8730442812376e-17,0.010411370584397,2.24496981712359e-17,0.472426155289984,2.04373187990452e-17,1.84066087736467e-17,0.30994496198512,0.000277224836363817,0.196856695526334,2.02665907225463e-17,3.70384450977464e-06,0.00981249037502932,2.69143551605625e-17,3.69819484740867e-17
KI_h6_7,2.5837618234442e-17,2.50316781426033e-17,2.61201110347834e-17,1.5221738018216e-17,1.95943231067359e-17,2.08112035280453e-17,2.52837961396519e-17,1.95698177619119e-17,2.55125052831255e-17,2.78606875705042e-17,0.0198564125507871,0.000127162748006329,0.422288699742787,1.98186208809047e-17,1.78493864373774e-17,0.319030224047416,1.88940307336794e-17,0.227416480963841,1.9653061246829e-17,2.11486182698572e-17,0.0112810199471624,2.60995782483037e-17,3.58623958187369e-17
